t,k,exportVal,rca,distance,importVal,imports_norm,density,code,description
2017,940410,14827.89,2.8146,0.7819,2470.833,0.0054,0.21809999999999996,940410,Mattress supports
2018,940410,14692.307,2.491,0.7818,2835.317,0.0081,0.21819999999999995,940410,Mattress supports
2019,940410,12816.613,2.0949,0.7911,2019.092,0.0005,0.20889999999999997,940410,Mattress supports
2020,940410,12275.292,2.1382,0.8097,2310.251,0.0098,0.19030000000000002,940410,Mattress supports
2010,940421,2046.824,0.2009,0.7342,1137.662,0.0,0.26580000000000004,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2011,940421,2242.325,0.1867,0.7604,1596.716,0.0,0.23960000000000004,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2012,940421,1892.921,0.1646,0.76,1489.514,0.0,0.24,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2013,940421,2537.034,0.2189,0.7591,1741.552,0.0017,0.2409,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2014,940421,1282.756,0.1061,0.7766,2569.64,0.0,0.22340000000000004,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2015,940421,612.24,0.0415,0.8148,2066.654,0.0047,0.18520000000000003,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2016,940421,988.568,0.0728,0.8135,1662.387,0.0028,0.1865,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2017,940421,1099.074,0.0704,0.8109,1632.783,0.0,0.18910000000000005,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2018,940421,1195.892,0.0688,0.8172,1575.643,0.0,0.18279999999999996,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2019,940421,1284.511,0.076,0.8262,2157.283,0.0011,0.17379999999999995,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2020,940421,1049.445,0.0551,0.8437,1266.56,0.0016,0.1563,940421,"Mattresses: of cellular rubber or plastics, whether or not covered"
2010,940429,12447.625,1.2997,0.7041,1842.639,0.0062,0.29590000000000005,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2011,940429,16088.467,1.508,0.7251,2095.755,0.0039,0.27490000000000003,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2012,940429,11999.102,1.1896,0.7164,7355.12,0.0294,0.28359999999999996,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2013,940429,12596.097,1.0757,0.7265,12935.976,0.0602,0.27349999999999997,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2014,940429,14960.516,1.2377,0.7303,4563.273,0.0154,0.26970000000000005,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2015,940429,12097.54,0.8541,0.8056,2100.648,0.005,0.19440000000000002,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2016,940429,9398.559,0.7039,0.8126,1246.713,0.0,0.1874,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2017,940429,11637.577,0.8085,0.805,1774.608,0.0009,0.19499999999999995,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2018,940429,14952.975,0.9097,0.808,1593.722,0.0001,0.19199999999999995,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2019,940429,15423.962,0.8287,0.8116,1925.217,0.0,0.1884,940429,"Mattresses: of other materials, not cellular rubber or plastics"
2020,940429,13882.033,0.7951,0.8265,1058.884,0.0,0.1735,940429,"Mattresses: of other materials, not cellular rubber or plastics"
